POS.NORMAL	POS.TUMOR	POS.NORMAL.1	POS.TUMOR.1	NEG.TUMOR	NEG.NORMAL	NEG.TUMOR.1	POS.NORMAL.2	POS.TUMOR.2	POS.TUMOR.3	POS.NORMAL.3	NEG.NORMAL.1	NEG.TUMOR.2	NEG.NORMAL.2	NEG.TUMOR.3	NEG.NORMAL.3	NEG.TUMOR.4	POS.NORMAL.4	POS.TUMOR.4	POS.TUMOR.5	POS.NORMAL.5	POS.TUMOR.6	NEG.NORMAL.4	NEG.TUMOR.5	NEG.NORMAL.5	NEG.NORMAL.6	NEG.TUMOR.6	NEG.NORMAL.7	NEG.TUMOR.7	NEG.TUMOR.8	POS.NORMAL.6	POS.TUMOR.7	POS.NORMAL.7	POS.NORMAL.8	POS.TUMOR.8	POS.TUMOR.9	POS.TUMOR.10	POS.NORMAL.9	POS.NORMAL.10	POS.TUMOR.11	NEG.TUMOR.9	NEG.TUMOR.10	NEG.NORMAL.8	NEG.TUMOR.11	NEG.NORMAL.9	NEG.NORMAL.10	NEG.TUMOR.12	POS.TUMOR.12	NEG.NORMAL.11	NEG.TUMOR.13	POS.TUMOR.13	POS.NORMAL.11	POS.NORMAL.12	POS.TUMOR.14	NEG.NORMAL.12	NEG.TUMOR.14	POS.NORMAL.13	POS.TUMOR.15	POS.NORMAL.14	POS.TUMOR.16	POS.TUMOR.17	NEG.TUMOR.15	NEG.TUMOR.16	NEG.NORMAL.13	POS.TUMOR.18	NEG.TUMOR.17	NEG.NORMAL.14	NEG.NORMAL.15	NEG.TUMOR.18	NEG.TUMOR.19	POS.TUMOR.19	POS.NORMAL.15	POS.TUMOR.20	POS.NORMAL.16	NEG.NORMAL.16	NEG.TUMOR.20	POS.NORMAL.17	POS.TUMOR.21	POS.NORMAL.18	POS.TUMOR.22	NEG.NORMAL.17	NEG.TUMOR.21	NEG.NORMAL.18	NEG.TUMOR.22	NEG.NORMAL.19	NEG.TUMOR.23	POS.TUMOR.23	NEG.NORMAL.20	NEG.TUMOR.24	POS.NORMAL.19	POS.TUMOR.24	NEG.TUMOR.25	NEG.NORMAL.21	NEG.TUMOR.26	NEG.NORMAL.22	NEG.TUMOR.27	NEG.NORMAL.23	NEG.TUMOR.28	POS.NORMAL.20	POS.TUMOR.25	POS.NORMAL.21	POS.TUMOR.26	POS.NORMAL.22	POS.TUMOR.27	POS.TUMOR.28	POS.TUMOR.29	POS.NORMAL.23	POS.TUMOR.30
C00116	1164933.7	7927333	5116953.7	9131676.8	23154717	7124437.7	64742797	1219126.4	4692611.9	4251754.2	3506958.1	2556246.4	5159276.2	1228923.9	7780587.3	3246927.7	3901172.1	1921211.9	738147.3	4303861.7	6829169.6	2414611.7	2021064	15367954.2	2035277.8	1527068.1	6234393.7	761170.7	14796910.8	12971662.9	3163684.6	15966580.8	3256675.5	2896200.6	3607509.6	2284204.1	3871261.9	3541851.9	2088440	3956144.6	20519015.5	2668798.1	1153372.3	3288968.6	3159439.8	4387536.3	8176023.3	3339441.9	2679470.5	36588923.8	2965586.4	3066043.3	1928426.3	2071516.6	1046722.3	22204803.2	1993381.5	2037206.9	2917658.9	13048077.3	6947829.7	6218750.9	1482839.5	2986897.2	2825922.9	3493003.4	1572175.4	333692.8	11646021	1765825	2601400.3	1560711.4	8238164.4	2285340.3	4469995.6	23789804.8	7073442.1	24786922	2722337.5	3692821.8	4375863.5	6994864.6	3463675.6	17643823.1	1751381.9	4107167.4	5978215.4	2628995.4	23192495.6	2649524.2	1737414.6	21825647.4	3079171.9	11951891.8	4308859.9	6602397.1	1631172.7	3648027.4	2119916.9	6330984.9	1168499.3	2938310.4	1630995.3	47379335.7	7022171.2	1538153.4	2272555.5	1685186.7
C00093	86971.28	1282091.87	523594.48	288205.08	284805.62	88588.07	1203339.1	39107.61	430260.97	747795.44	163365.54	177558.32	249490.72	27739.78	2136368.96	183711.3	157328.67	566033.44	57473.45	131205.07	125536.03	124621.48	86548.98	668640.15	69504.97	59455.41	136332.67	73019.01	216080.39	229486.56	408482.83	236687.16	243013.36	160025.67	1005073.64	177851.44	330925.22	189571.16	100237.5	229601.9	741713.06	141450.73	74579.76	145875.9	166129.21	2772178.29	5652401.15	155877.91	107169.69	132055.25	193240.34	183711.3	226823.76	76398.62	115177.65	1161739.59	429378.36	91306.85	220138.48	684881.88	369778.6	213524.81	215103.53	127489.58	183711.3	180968.05	99953.45	86948.9	664560.26	63167.86	150587.32	45125.92	1258080.03	174085.7	300454.05	1452263.57	143419.54	764668.57	126156.49425	156393.68	118918.56	445887.17	129278.76	1353679.9	73115.67	175895.2	618940.95	140971.17	460013.29	38711.99	110960.94	308687.3	116946.82	1816988.46	239543.1	472257.6	48927.62	203745.37	208724.32	96705.04	41809.39	112951.68	190032.69	5495144.89	149368.48	181029.88	93916.08	79796.6
C00037	11663108	20756549	15089621	27980083	56964446	9302395	66598274	6370461	21805531	22834918	11101720	2651713	20586336	17433396	32680290	2422237	9352396	3672169	2080727	18989025	5700662	20370558	11324675	50373462	4027332	10234167	12916224	3145223	12549067	34244626	1996884	20976069	2027571	3745815	17685161	7202845	22692353	11840209	1107029	16454263	45354920	11009000	1244280	16747283	15186153	17942213	25860585	20071332	7316023	36989010	17443916	8420156	4716650	14045755	6106441	47471310	4189122	4316468	5442195	20033183	18733167	28049632	3675703	4808284	11640351	9135811	1057304	3877663	37570539	8281929	5645641	6573782	29120834	7610135	4338598	35197380	11547630	42391617	4310566	13314754	7487610	88087979	6368617	53331704	8439668	16765386	22240134	9970491	39405734	9190221	31734681	54232316	3706204	29065353	13938646	29369827	2022591	14514973	1400550	7040352	17683940	27076280	11324675	49190265	20322005	31381903	8092535	13886830
C02155	29964.62	75404.56	68827.331	129496.04	122031.515	43029.77	141953.86	15583.51	18143.91	35418.91	49469.4925	34581.784	63080.215	56812.17	84117.08	69820.665	42987.0114285714	20204.2	25066.9733333333	40592.96875	57097.65	23731.17	19835.23	63154.19	29696.648	28428.08	28664.29	46454.6575	19208.15	45338.15	31401.8925	31071.04	81475.7116666667	40945.7933333333	47545.98	21405.47	74465.5277777778	55750.3457142857	34272.3525	19394.8	129343.69	24044.28	22026.235	50161.53375	44044.2542857143	430004.22	1301759.63	46041.5275	17616.64	62659.79	56887.41625	20583.44	51061.998	37805.1955555556	19356.28	130859.72	33206.3857142857	26044.86125	42661.3525	30555.88	20471.1	25336.89	31406.5628571429	38030.1016666667	20693.62	54632.03	27511.4	21031.85	84012.85	27848.898	51582.5142857143	41553.2825	30364.65	22223.09	26434.296	82513.76	57371.619	117994.05	20636.41	40529.85	42866.795	166790.57	62347.225	129663.16	26897.83	30555.88	35952.79	24272.58	53889.89	18288.18	40611.9911111111	49209.49	124287.896666667	35073.66	44520.6777777778	79991.3475	24190.23	33678.06	20915.48	33280.7466666667	28861.16	37042.34	30555.88	69154.82	43747.67	48154.94	27433.7	39974.522
C00242	183713.75	2271694.75	524483.46	649559.18	4925339.12	307813.33	3256275.32	133212.53	1428579.06	1456480.74	402584.68	214333.99	820850.43	91281.51	1151384.55	86252.97	269031.92	57245.16	150461.26	645618.16	200193.83	497895.6	492570.71	3312237.25	146796.93	26767.33	425978.93	28679.08	764503.14	1209091.29	342191.22	1586756.6	251680.67	108811.76	1247657.88	331150.63	443594.89	553662.31	158348.318	230272.59	3911770.11	466675.7	113454.63	423255.06	442831.13	1121733.75	1797011.28	663894.43	330786.245555556	2820810.99	375260.39	81471.97	63673.88	332707.95	119211.22	4367944.4	277859.955	128254.74	197276.16	1063252.77	402584.68	2082074.47	336163.76	259817.74	421986.82	552914.92	72845.69	80473.69	2270678.77	94013.65	327341.15	67788.66	639305.02	620221.56	203495.42	3057376.25	387326.65	2639718.2	50595.3	284528.31	383182.54	1813228.62	202951.2	1805819.52	235236.58	402584.68	637175.74	83295.61	2750322.32	32189.23	602829.15	1413408.48	125635.76	1334988.42	652743.83	2021637.93	41948.94	752584.38	57767.31	445301.48	122861.78	453170.86	143208.47	2195892.63	823240.23	1867757.44	218501.4	496236.63
C00387	156034.71	1529718.54	359063.37	570003.1	1000744.98	254887.81	840110.56	79890.37	490062.37	613279.38	288808.5	97077.61	296018.83	182349.79	798011.77	146426.23	161027.79	178798.57	142023.66	393742.84	234533.54	683594.85	237448.22	1069241.12	197740.29	187460.38	274370.83	42342.26	347451.63	514407.03	224367.26	470333.7	122954.28	131285.9	164010.98	63158.06	436803.73	245912.66	172170.9	296891.64	1106741.58	250363.06	144122.38	362257.63	306256.87	1457306.71	1803926.13	341895.79	207070.85	789918.61	323364.35	158766.77	184799.39	299775.78	111459.8	1696992.19	143576.03	187923.99	403864.09	343317.74	304214.3	716746.86	232085.82	135771.66	298916.07	344494.23	250739.19	211233.02	1171212.8	254574.69	283149.85	176997.35	852453.49	105225.62	256839.38	1204376.43	220428.17	793840.43	64943.22	233671.26	169645.88	777687.8	202177.25	1572908.68	241730.5	420111.22	528781.38	256839.38	1104873.32	79542.95	606965.93	944513.6	190109.51	458702.36	174612.25	543060.53	78958.6	463601.65	78037.05	259607.32	225767.5	249140.55	231725.87	691628.49	377228.98	585422.1	239318.45	338211.62
C00032	56942.07	526019.374	58939.429	99616.07	1262451.064	42964.486	275164.52	62524.295	204721.031	86992.278	15027.746	94610.153	13458.808	32100.238	2145466.969	658604.223	3690931.407	59538.525	19092.097	73057.018	17485.646	110710.596	94548.766	473789.378	21997.635	18624.586	32505.46	65373.878	26371.815	875674.447	65568.801	648355.456	91308.3	32454.284	54587.298	85576.907	1681455.18	32993.973	34646.397	66470.533	205554.645714286	443252.254	31050.983	17985.444	66752.429	5431833.429	1864780.204	103109.92	75224.286	43197.634	52978.936	70666.943	145392.69	9801.862	89317.354	90796.742	87727.46	53965.809	29627.66	64407.28	400108.282	59756.586	161329.074	29800.665	609805.763	557017.831	29153.199	59450.582	294649.67	28889.675	115609.343	121190.109	22555.047	47737.168	61311.572	624887.133	178653.166	80308.121	30223.874	933568.315	68002.444	1040821.572	91240.05	142636.43125	63245.759	313619.756	56071.777	32661.925	11984.897	41689.121	24883.728	32940.375	62051.652	513015.431	354249.095	546580.174	15642.396	50827.128	64695.875	394906.795	18130.142	172728.73	41385.686	231782.83875	438062.213	36957.008	7940.397	64407.28
C01586	31328.18	128214.58	36494.63	18410.71	16563.05	47436.6	35176.33	15491.49	80953.3	43768.52	58408.68	13704.4806666667	33856.38	18752.03	32023.9396666667	29679.35	27608.885	18273.4565	15989.055	31939.58125	35574.84	25015.73	13954.21	22704.69	17471.23	33955.11	76620.9	31514.33	48516.14	56780.29	23663.13	37161.3572857143	87548.89	22233.21	17562.37	23674.1	110085.89	43740.39	18860.58	22674.936	29457.4	20853.37	19617.04	115166.78	111978.72	50559.9723	77438.7378	16750.12	21305.9775	23902.91	30991.6634444444	21055.406	18907.0646	24860.11	18482.73	46056.6188888889	17174.64	19935.3831428571	37309.12	24715.69	17195.77	38576.3288888889	21328.9425	20825.8866666667	52313.24	27286.51475	654732.114429824	19136.795	39361.37	43581.73275	107997.58	41745.22	168136.96	52472.35	37734.94	35273.41	36484.53	50575.64	24014.8066666667	22164.16	27844.94	44448.18	22498.680875	18164.97	17790.2961428571	25639.4308333333	16861.75	23844.756	54476.75	14067.53	50128.25	50459.99	14278.37	31749.93	28521.7	34874.9	17714.0766666667	36674.29	15133.72	39380.46	26264.274	23085.63	30635.1225	44204.2282	16240.63	58854.06	28067.56	31094.272
C00388	195567.65	46966.91	601877.84	544233.1	26356.64	235549.46	803909.6	134204.52	341943.64	325472.21	686904.17	54364.34	425506.12	216762.81	146706.55	212775.46	200848.16	156452.62	53666.96	273433.83	157032.73	428893.49	342645.92	305855.581	144620.57	235549.46	398598.95	122104.27	290376.65	1166701.8	118682.8	711674.09	283521.13	44797.74	1112488.67	102134.7	350643.96	536833.99	30292.23	853029.1	123853.69	391592.44	32160.84	443891	357930.71	198204.4925	222384.937	380281.9	319881.15	35399.28	653118.51	363406.97	67902.89	294366.58	42338.54	242720.993	96996.68	263819.86	471053.49	478894.09	1093136.06	101519.68	61025.63	107300.16	316891.46	401287.32	18243.66	117526.52	278712.646	223079.55	308871.16	40921.53	209749.52	149196.08	73520.83	251178.521	452821.85	235549.46	177643.04	565662.05	183003.27	299052.83	220274.99	159517.78	528434.77	243488.21	198459.06	456505.54	387265.27	73685.89	218916.63	165034.77	44540	150937.33	238642.08	348319.38	25708.58	616418.2	199833.95	464878.29	235635.1	574496.41	430055.09	603148.32	515073.72	567525.51	265549.72	220589.28
C00135	1417186.67	759954.07	381901.5	1110748.07	560461.69	1009761.5	953585.21	1037840.01	840885.39	948964.62	709488.45	325969.57	611440.34	1671558.57	1433784.02	337561.21	748799.48	347281.64	342504.94	782352.29	427644.87	1201342.49	929771.36	1038696.02	652198.05	1390003.56	508848.77	717806.92	344518.41	723374.25	120879.22	359150.05	118529.54	369776.86	745868.52	814633.68	434969.01	785550.01	123272.03	760414.08	640507.39	694128.57	359874.97	697524.38	829218.61	943426.75	990457	855936.33	723374.25	959890.79	767049.63	551067.32	737260.05	1191310.77	693942.92	883642.72	254376.76	470807.11	457493.94	840607.63	697758.84	279019.27	452380.08	763937.15	728941.58	398706.09	79391.69	777385.65	823095.51	946881.54	433533.96	899683.55	1078388.77	635197.69	384623.22	528146.79	861986.58	1019213.05	757908.08	999014.6	573268.64	477747.04	517787.23	647528.38	795947.9	821690.01	985972.26	743134.94	619569.22	1134292.31	1009959.95	803454.46	570640.77	1522334.9	896745.64	940443.38	440930.34	973256.74	163746.69	383001.3	1654806.55	1584391.1	1020874.98	816848.63	1342166.32	560796.69	860590.98	1063898.25
C00262	289356.94	1150603.34	568326.01	755661.33	2565529.65	318255.76	1989159.82	247219.97	891516.89	673575.15	365555.77	183182.69	567061.98	99665.55	663252.44	88328.14	392885.16	198410.4	75853.13	640710.68	254109.91	366126.33	357698.03	1594800.95	111167.17	163509.76	487055.15	155256.68	128880.37	903945.17	185613.9	982852.47	197605.82	195686.64	597038.56	477093.87	453973.3	404237.05	95090.01	561919.18	1249927.76	442012.97	103869.81	527381.86	357698.03	924858.82	1315080.99	621461.5	244132.81	1468026.55	440678.79	338961.08	202666.59	283330.04	187936.97	1430448.53	260239.23	191682.48	213999.17	888612.5	425117.77	1239899.14	180342.51	258995.11	480825.57	479973.57	67827.88	105954.68	1625069.86	134358.23	176660.67	86846.56	859018	349840.29	173260.66	1798805.91	419629.98	1135804.5	144097.94	336929.84	378466.22	1511906.53	185392.89	1207618.5	243147.91	443051.93	770041.24	230488.45	1003187.82	147090.77	696621.37	920352.67	206361.62	820989.93	488750.28	934945.87	105704.84	460468.98	114867.78	415180.91	144604.69	379255.5	252263.16	1490641.01	547604.43	1144457.73	229776.41	285964.83
C00294	294229.05	1414742.48	786724.36	799028.82	814945.93	396823.51	1157897	151327.27	405282.39	433210.78	613029.82	482053.22	403894.38	212393.9	468809.95	256215.35	118047	407448.59	234916.14	671074.38	470038.87	659070.1	207122.54	907681.38	174639.72	384848.49	457183.98	44444.48	33467.13	683002.28	360533.92	728843.05	142487.15	344053.61	199969.43	68485.45	1031496.44	396712.48	248571.93	552276.36	616455.1	376657.79	242581.85	457911.47	356449.21	1757378.77	2804523.42	518328.43	293012.59	605825.35	593156.89	315053.89	612338.67	431643.26	181684.52	866824.68	517478.25	411765.1	728809.8	413611.19	494262.84	977418.78	145513.4	227785.94	449179.04	284310.47	251850	218735.06	1349375.15	393343.82	266052.38	212202.03	1580131.22	58648.48	326182.46	824029.68	467502.15	530162.48	71681.21	182521.61	370417.61	1398116.46	278742.91	1648527.32	377067.65	640057.9	850062.52	425993.55	736651.29	90441.9	989592.73	1145251.46	305237.46	395065.44	253582.32	393418.4	82069.12	520578.94	144190.23	239514.34	192118.19	373590.08	395065.44	1078075.36	256763.28	482196.34	203843.45	239269.42
C01177	14313.48	286669.23	138162.47	225859.68	598413.82	72386	1679895.92	11931.65	343420.64	266242.35	80784.01	53727.69	153979.7	97755.2955555556	222327.35	165491.461666667	53303.1	51920.49	36914.48	146377.11	52541.23	104696.86	31159.51	717890	67742.4825	79004.1055555556	203928.67	56388.1828571429	264281.5	905389.98	92767.99625	397411.84	66759.18	79738.0625	156296.84	133979.98125	103835.64	139991.08	62254.0514285714	73251	411538.62	47410.79	15294.97	35152.29	160407.73375	104696.86	257703.24	125508.24	89037.1733333333	2490405.17	38099	124278.222222222	40727.12	112452.771	55360.4266666667	831951.62	33445.32	44284.89	45768.09	648426.75	133552.22	354782.59	21064.63	34663.63	70558.86	107182.28	55079.85875	53669.5333333333	745064.61	17909	148788.797142857	60066.555	267214.9	49312.83	84947.09	1291600.64	243248.39	1477610.82	75182.8555555556	22137.94	317506.21	668752.73	16719.21	415276.15	34048.58	73998.26	199915.7	22514.83	1775252.54	23303.73	104696.86	2300342.81	100760.67	765446.69	62102.03	421525.14	40070.03625	160565.152	73458.3066666667	31720.82	85506.2811111111	169931.76	77167.83	1953408.55	301563.93	334420.14	46282.09	122844.035
C00407	30238562	25080034.9	14436241.2	28110490.2	17918600.3	16531883.8	25843402	19399325.5	27460855.9	27591208.1	17601655.4	6053069.2	13890126.6	35100552.2	35977171.2	7688773.3	13967164.4	6384470.9	6112696.4	23362512.5	11882927.5	38795263.9	19486957.4	26375487.1	12691214.5	24257585.9	12135994.8	11396661.7	15736304.3	21846368.2	1209305.3	9158581.8	1355880.4	6153705.9	18921466.6	12997520.1	16518570.1	18114445.5	833361.6	13532784.1	27155227.5	16864033.3	4405674.8	19962335.7	20703590.6	21668915.2	30525938	22954576.3	12156275.8	25787070.4	18065366	10911218.8	14088282.3	31753029.5	15462112.1	30840390.7	4994386.2	9374125.5	13684338.4	26401367	22852584.9	10618286.4	8540697.2	14626100.2	16199734.2	7558745.7	2180434.8	12725515.3	25255197.3	19356044.1	10453120.5	14679911.3	28953751.2	11110638.7	7258228.1	18866140.3	19907731.7	39579975.3	11719705.7	32046699.8	10578772.3	20078235	12751703.9	25651977.6	16533516.2	17430659.6	30258480.3	21941113	24097099.3	20312479.3	25465140.3	30620048.2	7400253.5	34457212.9	20788216.2	26150618.8	7234310.3	29246717.7	1476749.4	9426716	43117317.3	36956976.4	25276912.7	29230043.2	31748851.2	14121890.8	18773434.1	24144451.1
C00328	50804.82	220222.99	127167.09	280723.08	598859.96	100232.34	342771.3	41836.38	240895.87	540591.74	50463.64	88556.7757142857	71362.96	29178.24	173648.12	69969.23	111132.22	44539.23	48599.97	215110.84	83968.1	73795.36	25929.45	753140.66	35244.03	96195.70625	68197.38	37536.11	2040156.65	625503.86	150585.92	278058.72	28067.59	44543.97	106173.1	113021.11	222459.13	87318.92	91224.7016666667	55606.27	1892995.3	64949.56	32217.23	166326.83	45400.9	450268.6	748618.47	144280.67	42077.19	460021.41	50057.61	39526.29	16067.12	39276.63	27583.59	1518140.02	83968.1	91519.52	56471.29	128666.13	85947.84	290982.02	241201.79	52286.09	75319.12	95648.21	55268.72	35071.46	1954272.13	83968.1	48372.79	58168.4916666667	80647.36	108325.66	90365.4	483702.29	38485.51	408199.39	22289.67	39594.67	76486.21	205610.59	65652.71	650061.05	30273.93	35662.4	94301.94	42135.99	1764819.12	24532.74	113252.03	380153.97	66378.42	212916.61	31328.01	1087113.04	69992.9	132784.46	71368.1	157701.59	50962.11	94265.87	34568.87	370604.77	275186.12	1716680.06	98669.99	72563.18
C00186	3869130	122714422	71971925	108685568	150862555	14276065	132380020	4800001	47989244	112264014	43050021	13376682	72413208	10411505	48757563	28433067	37155804	18239334	8413888	45142193	24944357	38175691	10554943	104053264	13428735	3328095	30896690	3494858	45852970	67083544	15782942	123778501	7814522	16761879	45366606	15247147	60244618	23464732	4630974	32893930	188271115	30467340	4248325	46738673	19501253	157621839	198231117	30332679	10758303	68581060	24973469	11042720	13995811	21351656	10181342	129106290	11459720	9073965	6862633	48173646	37907039	161873263	12462759	12982496	25715243	24324824	4086795	1860132	110566020	24324824	27813066	4453164	49487667	18928900	9240900	107283407	36131019	131399788	10729164	55798521	16264225	145663625	17697856	200733480	12372279	33397258	45472226	10556196	90043353	4582715	48968655	53728364	4680312	32262267	32376460	67049960	4698727	38164223	9742822	55254986	5003216	8295753	5262936	137859825	24554380	73721361	10475004	7999165
C02679	379895.6	593683.9	696512.3	417418.8	849469.7	965340.5	2238732.5	447750.8	950752.7	620051.2	884573.9	315434.3	583657.3	281601	471886.6	1883716.2	967424.2	559016.6	367531.1	702516.4	677559.2	423868.6	511059.5	798376.5	597893.9	421525.6	446480.8	611678.6	487944.1	576818.1	639918.8	1324184.9	550255	442880.9	667344.3	619342.7	878425.2	516279.4	383179.1	416382.9	741177.5	631088.5	475133.9	801481.7	943874.6	518920.8	727703.2	513131.2	353314.9	799074.2	721017.2	552725.3	377393.8	629464.9	286897.7	669254.7	525926	747795.7	1149997.2	838585.9	478339	721425.2	556107	363333.7	425387	670545.1	411965.9	212264.1	862303.4	874245.5	764977.9	383056.1	278679.3	471507.8	477215.4	970909.3	547447	559990.7	306091.1	606527	764591.4	592005.1	603540.4	646441.8	388989.3	565761.4	375883.5	629173.9	696110.2	349174	359384.7	385077	457191.6	661683.2	845736.2	740018	280417	299039.5	827503.2	1306185.7	412252.6	336354.3	455457.3	863241.9	526028	670589.5	441586	410388.4
C00123	22987264	33913786	23133071	27828761	31247812	11835919	36453586	12782742	30205365	26656461	15915997	4195640	15328644	21725578	31957542	7211212	14922466	5478551	3906333	18740135	8054222	24644071	16399416	32159617	7858892	15197180	15470432	7641541	16696587	26527987	3153664	19796024	5538777	4740030	27019713	14879244	12065279	15292265	1749998	13387334	44828135	15296811	3184638	17492554	18172049	41008418	58285323	18127731	10886092	32925665	18634061	11462013	7233665	18764066	7857642	43728502	5421530	8731101	15324099	31974467	25089655	20879346	7041471	11124274	17468071	12752958	2098055	8341099	35765024	13663069	9734347	8074296	21025402	13827399	6025386	30993695	16376874	41003969	8135591	24134194	12036258	36572174	9172892	35914674	12292724	15310455	23577966	15549504	29239427	13400110	21412060	24156516	6253801	27077543	17344657	23303239	4889003	21133547	3831043	14843455	23317935	23541695	16842848	39561383	27788303	25199077	11792564	15868072
C01595	4661244	31959480	20068507	38978267	50270115	35042147	174713425	8633378	23741670	14596638	13505317	10165859	22033798	8255699	78950807	23050046	24820973	10554983	6364765	15668497	22954892	6615711	14465807	91449841	13279983	7271629	27524480	11254620	39825914	58887630	19051136	69019654	9540045	8307416	24245719	19010074	22264418	21190703	10060469	21483288	67193117	10421973	6849752	21680765	16198730	19174340	35377751	32198817	19221423	167783838	22069430	13306454	9007654	15673040	8733370	89091522	7589991	9445660	21414913	40379982	53981174	24817523	15428309	18449240	20452877	16516577	4297639	4965732	37970536	10629650	21436058	4765871	34449552	21312542	18684498	37265401	28250696	81350106	24977837	8080306	17655696	16095195	23880923	49322313	9327492	18530542	28472226	28571953	63455262	7923555	13544491	59733035	12372216	76390550	19092198	28010588	8763958	13103953	12625107	36245445	11682106	22461191	12544907	100269008	40254254	28009183	19667634	14593871
C06427	362764.2	2648943.7	1740453.9	4509734.3	5784499.2	2968670.1	21350396.9	680207.1	2842869.9	1166725.8	1442125.1	696477.4	1735649.1	848533.9	9655398.7	1954671.3	2073423.1	1009222.7	709820.6	1266998.1	1721054.6	438929.7	1095410.2	10910643.2	1346940.1	516071.3	2840143.4	870253.4	3325081.3	5428302.4	2247772.3	14071268	575558.7	587147.8	1445660.3	1132989.4	1568454.4	1727219	852065.5	1558172	9081812.5	1152235.4	737238.5	1825186.9	1210040.3	1232316.3	2983848	3362943.5	1377587.4	19841883.4	1507820.6	859419.6	812096.8	1485226.3	823181.6	13208539.6	784121.1	980089.6	2165702.4	5599782.4	5699523.7	1544980.6	1374906.7	1500386.3	1903852.3	977806.5	393196.8	393142.4	4803169.2	954673.5	2167906	499352.7	2907061.9	1633376.9	1679850.6	10188525.5	1908395.1	12466949	1847073	401835.5	1873439.1	742402.5	1892927.4	3536305.3	605289.3	1603082.2	2024241.2	2024933.8	10699633	787612.4	588187.9	3983660.5	1210259.1	10509707.2	1615957.7	3234433.1	817743.3	1409857.5	976168.6	3261785.2	1290429.9	2154746.4	970894.9	10198580.2	3087237.4	2393271.7	1927742.8	1473368.6
C00047	542965.7	899095.6	1344672	984093.7	852707.1	631981.5	1620729	548793.5	1301185	812060.5	689535.2	287016.3	655380.9	607864.1	781753.9	294133	473482.5	455024.2	279137.1	785039.4	445777.6	759341.9	806353.6	1054229.3	323719.6	530786.3	1020870.2	302978.9	554153.9	1487332.2	250225.9	1232125.2	185871.9	275564	1029415.5	533881.9	480877.7	890303.9	280220.6	850616.6	1397104.6	892034	195140.2	657804.2	750325.4	1056098.2	2190875.6	827344.6	657804.2	1165344.4	1133840.3	791471.4	350988.2	521278.7	313696.8	1276596.6	559152.2	629212.6	810309.1	1637781.4	1280353.3	533299.3	285441.4	585297.3	861932.4	579614.7	179341.3	456118.1	750256	413903.4	457469.2	313690.6	796154	688289.6	457790.5	1334528.5	739883.7	1347974.5	468184.2	681768.9	633839.5	1255924	436309.3	1112798.8	613315.3	392743.6	919849.2	668048.2	1286705.6	495898.3	745641	810983.9	354876.1	799857.3	784533.4	965600	298371.5	816233.9	225777.3	706093	549879.1	819973.5	714798	2258333.7	1050362.4	1425636.8	512238.2	660227.6
C00149	48813.78	828811.78	685016.44	527035.16	1915938.26	103010.7	2921288.59	87602.99	667866.16	819011.84	303287.65	119030.88	530497.14	31377.01	665016.26	178804.94875	178439.19	125472.18	47445.78	398028.76	121171.21	180345.97	123843.44	1265904.02	23445.88	155685.201111111	304297.41	52699.77	216132.95	961804.38	97288.79	775912.94	68003.01	231749.92	495296.57	200406.18	377618.97	369635.8	71317.04	277891.24	1750027.44	330116.35	84769.22	384084.67	253716.91	495747.25	1125983.34	556126.2	179357.705555556	693079.36	281369.9	231016.03	185321.7	181979.95	93901.4	2131841.07	146781.63	108862.8	109276.34	673644.89	344593.87	1391898.62	62182.14	181376.63	371520.53	285421.42	41671.73	110055.286444444	1319475.03	48354.42	71076.4	55386.4	440790.18	294856.15	74470.92	561340.1	464123.91	645831.51	32087	119568	216078.05	1688507.63	112162.12	1905423.47	84967.23	216023.15	710965.11	91244.67	1467703.99	65037.19	661289.24	1427478.21	72261.07	594899.91	145954.66	1067158.43	37927.69	477512.47	25308	205055.62	17102.84	376692.3	101652.03	1479245.13	518024.75	763945.09	97582.98	140251.22
C00208	202175.66	700065.09	387145.43	391721.33	821132.460555556	141913.982888889	232140.93	71950.86	58693.78	777850.5	250546.182125	77200.505625	318847.493555556	50197.12	1412101.31	27798.56	154226.30075	168127.16	77590.1383333333	138119.25	92641.97	338413.9	196223.7	994693.69	89706.87	101875.08	512935	80816.04	292721.315333333	371649.32	102271.83	598997.97	123310.67	230477.08	767609.7	512970.83	868445.35	216181.03	18512.77	587338.23	459607.95	322493.4	82339.3583333333	69147.3	219840.78	156405.64	345165.38	316665.22	174677.185	68485.85	411098.19	186064.297375	124363.747285714	177475.837777778	64446.7657142857	4660959.7	103774.01	124528.36	239401.6325	284924.25	519358.3	2029953.82	153975.83	80695.94	577001.14	331527.69	33581.75	84055.9	381722.18	143718.10875	73164.07	66993.21	713537.25	65840.3	131862.513333333	1111362.98957143	184999.78	2536786.64	69006.07125	53936.28	162503.69	519602.8	65594.56	1987870.37	79900.76	214517.18	153941.75	220086.861428571	4513285.35	42236.32	2047787.91	536159.35	44366.39	290701.36	404712.57	787052.2	28227.68	537820.48	48190.5	143398.09	132404.165714286	240756.2556	133435.95	226817.33	601730.62	496686.688222222	52148.62	70804.52
