POS.NORMAL	POS.TUMOR	POS.NORMAL.1	POS.TUMOR.1	NEG.TUMOR	NEG.NORMAL	NEG.TUMOR.1	POS.NORMAL.2	POS.TUMOR.2	POS.TUMOR.3	POS.NORMAL.3	NEG.NORMAL.1	NEG.TUMOR.2	NEG.NORMAL.2	NEG.TUMOR.3	NEG.NORMAL.3	NEG.TUMOR.4	POS.NORMAL.4	POS.TUMOR.4	POS.TUMOR.5	POS.NORMAL.5	POS.TUMOR.6	NEG.NORMAL.4	NEG.TUMOR.5	NEG.NORMAL.5	NEG.NORMAL.6	NEG.TUMOR.6	NEG.NORMAL.7	NEG.TUMOR.7	NEG.TUMOR.8	POS.NORMAL.6	POS.TUMOR.7	POS.NORMAL.7	POS.NORMAL.8	POS.TUMOR.8	POS.TUMOR.9	POS.TUMOR.10	POS.NORMAL.9	POS.NORMAL.10	POS.TUMOR.11	NEG.TUMOR.9	NEG.TUMOR.10	NEG.NORMAL.8	NEG.TUMOR.11	NEG.NORMAL.9	NEG.NORMAL.10	NEG.TUMOR.12	POS.TUMOR.12	NEG.NORMAL.11	NEG.TUMOR.13	POS.TUMOR.13	POS.NORMAL.11	POS.NORMAL.12	POS.TUMOR.14	NEG.NORMAL.12	NEG.TUMOR.14	POS.NORMAL.13	POS.TUMOR.15	POS.NORMAL.14	POS.TUMOR.16	POS.TUMOR.17	NEG.TUMOR.15	NEG.TUMOR.16	NEG.NORMAL.13	POS.TUMOR.18	NEG.TUMOR.17	NEG.NORMAL.14	NEG.NORMAL.15	NEG.TUMOR.18	NEG.TUMOR.19	POS.TUMOR.19	POS.NORMAL.15	POS.TUMOR.20	POS.NORMAL.16	NEG.NORMAL.16	NEG.TUMOR.20	POS.NORMAL.17	POS.TUMOR.21	POS.NORMAL.18	POS.TUMOR.22	NEG.NORMAL.17	NEG.TUMOR.21	NEG.NORMAL.18	NEG.TUMOR.22	NEG.NORMAL.19	NEG.TUMOR.23	POS.TUMOR.23	NEG.NORMAL.20	NEG.TUMOR.24	POS.NORMAL.19	POS.TUMOR.24	NEG.TUMOR.25	NEG.NORMAL.21	NEG.TUMOR.26	NEG.NORMAL.22	NEG.TUMOR.27	NEG.NORMAL.23	NEG.TUMOR.28	POS.NORMAL.20	POS.TUMOR.25	POS.NORMAL.21	POS.TUMOR.26	POS.NORMAL.22	POS.TUMOR.27	POS.TUMOR.28	POS.TUMOR.29	POS.NORMAL.23	POS.TUMOR.30
C10172	104391.985	857359.57	10751.414	28616.446	481050.2997	359750.935	898860.658	129768.461111111	196516.6992	106088.875	79112.029	34730.486	95724.272	26568.628	236491.441	101354.992	69283.496	33213.989	88182.565	1117720.57	133339.6099	162097.0862	45498.813	257302.711	81962.6333333333	13750.568	42184.832	16401.118	353324.6232	27280.504	29970.042	121172.09	135340.749	55840.052	162078.367	234619.252	316394.5	160134.8305	60518.98	142071.9255	194561.059	30211.307	9168.093	170568.9157	160189.122666667	1301187.231	1320345.056	25867.64	115847.674	64092.866	476873.052	167635.951	123577.474333333	155890.453	93795.4991111111	140898.333	225693.683	242241.098	126022.755	130287.499	244685.519	279139.334	355822.61	62042.608	1069271.786	545670.679	122546.705	86040.3144444444	187815.693	100589.001	324754.866	76658.307	419050.94	176372.379	43394.716	183765.125	177678.426777778	68951.398	39353.11	151488.35	396541.192	1063375.774	275991.988	810410.42	131177.3272	15351.509	1259587.999	115685.7105	55269.318	100349.518	592079.386	889236.303	92212.5025	185589.3528	565584.386	1096958.067	64075.8624285714	188396.4265	22468.976	83338.308	173392.71875	19756.568	31801.695	180429.995	168204.547	1148777.731	116600.967	72417.99
C01530	7621883	61559697	21962338	25831606	67762852	28501012	110326380	10536544	30456428	16894539	13166167	9713990	17613135	3387213	56516899	15315065	16836129	11515423	6159362	13174699	19482270	13110412	14639450	56479126	9298961	7501852	15442931	12869743	52998835	32269067	16234300	42175270	14402309	7194297	17871067	16777718	16497872	17120090	7750644	15875273	31094749	15132259	5035118	12900678	19070427	33232289	52543970	20666781	11056765	70297888	22587971	14311325	10982406	13034643	8355468	60524482	10825236	12249852	18899833	32933163	22967066	29807714	13016359	14169289	20989910	20729597	6115693	7562986	71739618	11349490	16051900	4447565	17562322	21687880	11711111	53613669	22394969	45558001	14448709	15209973	20055541	34029611	22466964	45705997	12981315	27370169	16354308	18450284	18498382	8931063	15199594	23910004	9982485	39924972	16963676	23362463	7354741	15119665	10609441	27912490	6565487	17541127	14358392	38184879	52338594	19688492	14336272	12253458
C16300	17073.61	69910.32	35807.33	85552.95	85614.4	34951.15	903837.78	18146.35	50897.2	23016.77	27173.51	52131.988	33627.83	19403.65	109974.26	31714.23	52692.21	16328.4	35115.5891428571	39119.68	402008.28	44093.62	61827.0405	151378.9	66927.5825	20355.39	61754.73	17052.72	58169.82	35807.33	44414.03	259818.49	29664.82	21593.59	54607.0305	22914.82	23362.28	30089.02	29293.9	58375.21	193043.94	30507.63	12861.45	87839.3558571428	20516.95	25526.85	54561.29	45876.29	24959.97	144035.67	71656.2625	44930.5958888889	23412.86	21138.61	61367.003125	335860.17	22715.71	21100.39	46150.8	130562.41	51668.65	20488.63	30683.1	44235.18	28882.42	16777.66	19544.61	63573.289	126197.59	18288.52	59254.6863333333	20247.75	53051.98	26135.96	39123.8066666667	324894.91	49745.01	185738.21	29035.67	106205.1765	57268.27	39865.71	15610.08	75763.09	24493.4	23295.8	101303.9426	31393.79	223296.43	104603.341666667	85802.9692222222	39082.01	42061.6347142857	203424.56	91263.77	1881045.64	40444.49	37986.84	24859.21	53610.85	129356.049428571	37345.93	98588.4326666667	118938.2	46921.43	32203.23	21595	31924.31
C00550	144427.38	361227.5	429047.27	85209.03	419037.54	128312.96	152642.3	73915.4	117472.83	98900.9433333333	111942.23	51901.305	119776.63	49527.3125	206103.29	95284.48	131802.67	221867.64	34929.12	124230.76	87702.87	274314.08	125228.69	187909.51	40539.87	62482.47125	251417.11	104260.3	210208.6	262518.83	51062.43	120084.24	21840.38	44651.1185714286	120147.46	145354.03	44291.03	79152.3877777778	34198.7475	89361.02	257785.24	209930.81	32771.63	73504.92	194580.91	507667.52	234539.4	181409.61	56735.3642857143	63143.93	282155.25	25552.35	92921.89	83265.76	93052.14	143629.58	65632.88	75251.68	59393.6	249092.55	150221.29	111227.17	92132.53	84552.99	220003.66	164599.85	29273.47	32116.44	414602	89657.4828571429	71621.43	41575.55	38411.51	165934.92	81617.48	245735.54	172866.67	629335.52	125228.69	359105.85	126404.57	477636.15	91143.24	135060.14	51852.19	78744.58	114839.39	177185.37	180316.1	30528.64	49702.14	76667.4266666667	61045.2525	33996.72	283050.43	110944.11	30152.314	278836.38	68843.13	41121.86	94609.7925	210895.03	48051.3	46266.46	271708.2	128788.34	57847.3633333333	112427.41
C00042	25541.15	79381.22	100980.36	103888.19	34435.04	74397.98	56318.31	32977.24	89048.34	61348.43	99396.12	41370.45	117017.74	27506.63	282294.7	89234.86	75350.14	57103.72	39284.29	77001.35	67402.42	62498.07	46643.18	103449.4	59269.13	16033.9	94398.35	23122.495	298101.63	72600.76	109575.48	167586.55	46922.15	31244.7	47078.8	21072.63	165713.74	36887.3	25578.98	63101.22	39112.62	30961.09	29884.81	46712.61	39451.92	241940.95	193086.9	50868.94	31973.88	38527.11	48745.47	33083.23	58058.77	43231.44	17102.05	53981.95	50625.63	30702.54	34895.34	43669.58	84446.88	25153.96	24614.14	21002.36	81049.42	72762.31	34128.32	29004.906	61093.19	44911.79	127073.83	23285.32	203450.05	88913.38	52213.69	430058.81	124479.38	184276.72	66246.36	183511.04	229600.76	44513.43	64430.66	110900.09	74985.99	113517.92	110404.67	43254.59	68445.22	30992.08	111745.58	172019.77	55722.41	82090.26	68948.68	101703.18	24021.69	59406.66	31967.61	69445.83	70983.0125	77618.41	39421.98	112622.04	40957.41	44402.54	22270.38	24225.93
C00245	25170.12	492080.37	153221.8	146523.42	412018.2	62527.45	437017.56	18656.9	186403.38	191619.24	86806.48	39949.18	137614.11	31928.38	96000.64	105543.20725	86806.48	63658.86	38647.83	337066.38	49933.58	94774.45	47573.04	212151.59	62969.17125	57889.24375	89937.26	32939.05	196800.04	361464.54	59105.23	302975.33	49046.02	92105.23	117517.79	50898.78	179861.57	66611.52	19368.4	121817.99	422617.07	105789.36	27538.09	199660.13	93485.96	81821.48	39061.09	288672.65	60134.68	332007.28	131371.21	45040.73	37997.73	41157.76	63176.82	277518.03	117171.17	30930.97	49286.65	285234.87	68255.71	441594.75	37835.42	54273.56	191287.98	148074.54	38496.53	32074.53	347251.65	22599.61	58942.28	51666.3224285714	377623.82	37008.9	23177.18	93933.18	114154.7	388187.25	15157.1	83675.69	74248.14	150239.67	60757.22	226018.92	49202.9	79679.77	556267.04	64923.2	387271.22	53399.555	181794.44	253526.91	46459.22	99208.34	109453.48	246874.13	19057.55	94057.93	30368.97	149237.17	23156.57	51401.53	34710.04	1108340.31	125761.94	307513.99	70046.73375	36785.41
C00188	7145254.6	10010951.1	6418821.2	15727863.4	10608161.6	8816723.1	20533758	7889815.6	14917703.1	16279107.1	7039134.2	3074722.8	7483591.4	20328460.1	27186578.8	1805768	5704793	2216602.9	1940377.1	11606808.4	3642666.4	10933877.9	4982536	12445303.6	3553189.1	12194578.6	6215530.8	3930199.3	8249551.3	15246307.4	485112.9	5485635.5	539969.3	3147414	13527264.5	7722764.9	7517535.1	10073157.9	430631.3	9772459	14818902.1	8475820.7	1518116	8189574.7	11745389	11599938.7	14504758.1	13500257.5	6941645.6	16222751	9853573	5841498.9	6030836	11179824.3	6925313.3	19890731.6	1522604	3668952.5	3528204.5	14852187.6	11178186.3	6409807.3	3852688.5	6678752.3	7913618.1	3781435.9	506378.2	4375950.4	14177615.7	5976141.6	2669462.3	6390382.3	19157434.3	5756520.9	2247519.5	9980298	9583159.2	24407228.3	3775404.3	11690387.5	4239405.1	9045281.2	5381866.1	17233222.9	7517535.1	10817760.2	16142900.9	7713896.3	16721067.7	11760697.8	19216522.6	19397133.3	3517642.6	25542270.2	12629542.3	18309794.7	2925671.8	16275434	470726.6	3937713.8	8123108.6	14998135.5	7217661.2	17870398.4	13769080.9	8286513.1	4054546.6	6919958.8
C01157	27194.5185714286	121140.063	101764.534	144718.664	645609.722	46720.084	220139.079	40617.4275	86721.65	310146.838	80792.827	13706.686	193024.392	81110.638	28924.081	34002.288	86721.65	42278.7385714286	20393.24	66765.804	59488.708	153822.441	33602.331	233984.003	32969.8585714286	29543.20875	72044.784	50071.54	114249.853333333	284849.344	32237.554	155250.488	35772.586	18354.489	41894.453	51353.3325	34125.541	76614.827	39174.0066666667	118565.096	180475.547	37887.936	26312.7433333333	324073.301	87208.092	142943.394	153632.856	100879.483	37446.6214285714	217632.364	44597.924	38492.5375	21205.358	58754.658	25786.971	284783.255	41601.26625	37020.429	57651.03	255724.159	437188.427	317131.995	36932.05375	38271.8666666667	230850.903	62409.028	23797.9266666667	35861.03125	165046.809	83020.838	53782.07125	31190.317	338175.615	53873.523	57263.3116666667	218781.021	35748.714	249865.325	30596.935	63843.835	14123.75	352546.377	22144.802	515941.955	42560.586	90422.462	149949.289	24652.846	167793.832	30196.355	163986.153	108528.32	35649.88	37258.78	92650.473	93942.907	31999.34	95124.446	39472.734	136240.863	69811.294	35484.212	49234.595	265058.048	80200.238	214257.944	47683.205	53933.3255555556
C00078	5634320.5	9416530.7	5353826.8	7360195.9	7704386.2	3539076.8	12106314.3	3011476.3	7539613.1	6747766.6	4333511.2	971166.1	3950761.7	5566509.5	9649457	2484537.1	4095902.6	1211114.4	670525.7	4771563.7	1976559.7	6152836.1	4825990.6	8506513.5	2092811.9	3693163.8	3564983.7	2119157.3	894969.5	6086448	534760.8	5574670.2	1779598.4	1060716.6	6818841.4	3477527.2	2897737.6	3236421.4	551577.1	3642296.2	11763846	3969154.7	815008.4	3506665	4519747.2	12826864.5	18535748.2	4027059.1	2635519.9	7738825.3	5106987.1	3106790.6	1804138.3	4813121.4	1818854.7	12407145.4	1416797.1	2139335.6	3537010.3	8311410.3	5470277.2	5652710.5	1499455.5	2596704	4120913.2	3705188	440414.9	1843016	8504647.6	4846916.7	2495119.7	1650238.2	5302181.9	4370496.3	1521737.2	8486118.5	3719547.4	10945531.4	2079930.6	6598434.6	2728011.5	10286842.3	1948200.5	8619638	3027752.7	3226348.7	5848873.5	3642296.2	6353110.7	3306877.1	5521833.3	5097074.9	1470296.3	7916589.3	6128130.4	6103576.5	898509.2	5284190.1	959006.1	4321313.2	5258995.6	5646623.4	3753028.8	10465245.7	7834384.3	5042206.1	2544195.8	3565044.9
C09213	20911.14	297094.38	116961.275111111	75419.0856666667	140101.93	13912.09	81155.48	203241.4	910455.22	34580.81	59537.8816666667	23893.17	91009.53	100147.2875	82875.0357777778	64162.86	49752.02	80914.172	33747.588	25949.67	42503.82	96035.61725	36979.85	286448.33	26077.16	66752.694	65207.86	30716.65	194686.44	141336.73	34932.0233333333	91150.38	47491.91	31899.66	86724.3	416922.54	136230.73	91286.41	56662.3675	42862.99	514422.03	118452.74	33516.05	40358.55	29290.84	140100.075875	34075.81	181507.72	22624.36	169057.89	102378.574222222	40772.8425	44914.29	146905.26	35013.83	329818.12	29528.77	31760.42	122167.11	200154.71	24391.73	206754.07	56384.836	47130.31	39918.39	56038.76	85921.61975	29369.21	1051964.04	27062.68	63168.31	49552.4425	134407.5815	46458.09	17579.46	149930.45	81799.13	46071.45	17718.41	57886.2	61098.71	441169.25	67769.8	63315.76	30729.91	58045.93	101433.44	75701.5385714286	133563.29	15325.07	66399.7	560263.92	25140.46	84544.53	73986.7826666667	52923.56	20052.72	136901.53	52107.19	203344.14	93165.48	58045.93	35431.61	314523.51	58205.67	50222.68	34842.52075	73759.34
C00082	19192790	15303323	10990274	17610474	13171437	11170818	19010717	12364064	19125802	17892844	11863073	3667731	9556155	23481256	27342727	4151498	9648955	4367587	2832112	16008824	7414508	23939479	13420305	18352168	7779339	15357643	8555723	7868905	10413969	16064100	1054327	8120396	2326500	4123132	14831959	8533203	10165547	11954769	871011	8873008	17163685	10984594	2799673	12003280	13704211	16246445	20034440	15963158	8821240	17436809	12409421	8041908	8541029	18125912	8725307	21580798	3059991	5831714	9476181	19363507	15058850	8465626	5410555	9277160	9258929	7100586	1428240	8420382	17296109	12962705	5812402	9208340	19877639	8256387	5431483	12163815	11632722	28403294	7832788	17939127	6453992	15852400	7920807	17772608	10680724	11180963	18909171	14470328	15251491	13183574	15932234	20379255	5357670	25480699	14175579	18214751	4191869	18455133	1460908	7459767	27980670	25227621	17462710	21537424	26124802	10987434	11317308	15463450
C00106	23625.365	1322825.154	150592.076	278705.613	9223147.866	65102.145	3509991.104	176491.811555556	606234.819	730291.569	123632.349	167483.745	763882.153	56003.971	262511.904	209615.85675	179913.966	48419.074	43650.344	379291.137	124876.828	291431.58	140277.963	3370182.663	47418.005	12203.853	68917.439	10046.345	174336.257	1889876.593	142169.165	2248910.538	42795.639	65501.117	415235.079	65933.862	312863.203	144372.655	20068.262	304907.096	3953848.881	151782.304	8609.922	390436.091	147462.638	1008025.202	1721902.565	346650.876	124915.289	2655667.007	159560.017	97605.04	45260.582	77439.694	42775.44	6062344.303	27704.297	12239.045	29709.559	558057.912	367286.667	2011486.158	153223.013	98136.106	266668.738	267466.204	49125.997	92186.9583	2451985.814	29852.415	56485.213	10210.5	395540.2	180089.339	69634.842	9589463.464	134326.891	2928212.886	20906.891	47183.283	108844.104	1692369.485	47391.902	2579941.603	48137.552	142814.363	203941.608	34626.318	3829267.46	120784.881111111	171106.833	1081092.461	20328.655	1086925.636	171316.021	1965308.004	18775.681	319122.056	18884.048	244725.898	34290.998	154911.742	29576.711	2882487.059	256245.102	1540704.171	79203.702	167203.767
C00366	15806.4	178307.04	438650.4	236557.11	197990.81	167476.96	204028.82	79209.47	42354.92	280786.05	351219.16	30573.59	347282.88	50763.6483333333	52318.49	350302.37	185002.95	73082.3	56581.1266666667	190105.05	154569.13	166835	96609.35	138871.15	185394.92	138591.74	213415.62	56889.07	674061.96	279938.32	100612.7	241134.84	107030.67	37921.82	173329.14	107394.81	243299.82	130430.3	42128.21	80581.51	328022.53	108269.41	38909.55	159235.55	112344.54	114071.33	101661.95	236053.79	148496.78	271322.7	252857.65	86864.86	90166.70975	161234.53	50856.3812222222	135697.82	84572.2	116886.77	301186.6	164285.54	158821.36	456463.36	77267.21	88831.66	154569.13	97622.25	35724.8375	28945.8242857143	218143.02	346274.77	370337.9	46953.26	245412.25	129572.95	128291.46	229402.86	189761.11	235417.78	71612.57	306516.77	180255.4	277018.47	156184.95	304495.44	96854.45	160641.48	307601.1	80349.26	233774.04	33571.07	290473.82	152648.49	36498.22	93694.32	63629.13	142197.36	34419.768	96045.64	166298.25	262713.33	13544.67	109810.75	17711.78	164331.93	48143.06	282330.29	131316.99	37487.77
C00086	434930.32	4345531.06	2312576.12	1457907.83	3892785.98	1163990.11	2450914.15	274236.48	1472184.73	1995128.9	2409667.44	381645.23	1988159.96	185579.67	223832.86	3869808.97	1414650.31	265666.73	92856.49	2453431.35	922056.6	628587.36	1050879.76	2228269.98	1035616.31	422586.77	1660811.9	217828.02	839892.99	3233858.46	727617.53	4060695.1	1159094.3	804512.41	3297965.98	1066143.21	2733299.15	869258.26	203729.38	592126.89	2614736.52	1000770.22	198249.17	1861715.85	1436451.61	1774654.66	1960118.85	1243770.68	794116	2327624.52	2884389.99	944239.6	382375.69	2110752.83	218836.51	2886131.08	565463.61	803485.09	1430842.64	725892.9	979630.25	9216881.17	480115.93	477393.87	2905728.34	1050879.76	120352.9	53962.75	1954105.28	3157936.18	1928301.33	560535.9	3065256.03	793664.09	533508.79	2913134.58	1279529.09	2075108.98	315508.09	1243716.81	1223861.51	3545903.6	2573513.01	7717138.62	340285.43	845243.33	1105663.16	67233.04	3744055.67	304759.24	798847.07	2699642.22	187062.95	539646.18	1475202.52	2596076.49	286169.64	986119.16	1043082.62	2316431.69	130474.62	268892.17	173551.08	1929498.94	200818.29	9482841.25	618007.81	283922.33
C00299	277459.9	1190531.9	659184.98	607058.91	1070927.56	289089.87	1016583.3	265516.91	632056.57	634621.15	413134.29	166797.47	597227.01	86805.01	470736.59	278605.98	290070.86	279283.95	173835.59	573999.93	272070.45	556989.02	328150.81	727777.03	226262.05	252681.85	546993.25	196396.43	425126.29	562392.49	257499.88	808264.11	244611.15	153626.74	746527.08	260790.85	639269.09	478559.21	120464.9	400161.12	786564.51	452473.85	175867.45	502398.36	407008.35	932895.81	1334495.92	550990.21	288128.62	562454.88	608252.55	387560.59	196321.07	392202.07	126739.29	1199699.42	309900.12	307226.29	435943.91	578812.01	419645.16	880294.05	286030.98	235817.32	372140.35	516728.79	198466.58	205765.49	780067.13	296701.95	382919.12	116459.87	857923.77	378524.63	230145.23	679247.12	443456.69	907298.61	96319.16	382174.7	450623.73	1345092.26	306437.31	1220093.43	253579.92	520585.68	578857.5	328719.59	764956.16	101137.25	458499.44	959060.84	168062.25	536573.05	442533.66	725058.05	153780.71	460850.7	203679.37	392946.49	176238.5	388971.91	310390.24	1005723.15	462220.23	392334.2	360491.81	379392.61
C00183	12009104.8	14294745.7	9788018.8	13532327	12120298	7894757.8	15016097.8	7649047.9	13469365.3	14260737.1	9447603.7	2907879.5	8567438.9	14200466.5	16000744.7	5245173.8	8701237.4	3873160.7	2911320.9	12992365.9	5300334.8	17131291.4	8853436.1	15342915.7	5799382.7	10345777.5	6292032.6	4815286.2	8219143.8	14641717.7	1292395.2	7938980.8	1860641.1	2985772.7	12591373.6	8434532.6	9432484.4	9109505.2	730786.9	7185607.7	18333872.8	8476210.9	2183898	10983554.6	11670810.1	16876764.3	22329577.1	12530981.4	6589843.6	14414509.8	9747248.5	5861590.5	5850296.5	13806977.3	5810638.5	19816954.8	2643131.9	4524048.1	7538573.7	14667511.2	12963713	8596174.7	4593273.6	6916331.2	8071411.6	6880746.2	1446385.7	4966602.9	14690362.1	9124628	4396713.5	988931.8	6707646.6	5746461.3	1722635.5	11170781.8	5547349.4	17648849.5	5062875.9	14295883.1	5138781.4	14908854.2	6440439	17595608.8	6971880.2	7460768.9	15401860.3	10788530.7	14264478.2	1810040.7	5633760.5	15853534.4	1213450.4	5154339.2	5944139.4	8545354.1	1099069.1	6138083.7	1490959.3	5706480.4	3516712	5391002.6	3856574.1	16902141.3	15303604.7	8482479.6	7915217.2	10604051.7
C00385	87056.85	393690.87	366758.8	246555.45	220767.56	198309.12	139624.66	140839.62	140736.07	137660.56	171809.58	166758.84	248723.95	74803.89	70709.03	151117.42	242178.89	159292.73	95529.97	189749.6	170377.94	79577.13	135941.74	290095.57	69276.85	141077.12	221144.58	167490.47	833477.66	563048.72	98025.13	184404.02	140451.2	170962.18	36036.13	153173.36	176592.46	194724.68	119352.55	285984.58	848132.72	139307.1	55401.08	221391.31	132134.52	261567.62	134328.74	167893.75	255844.45	402046.47	287515.24	321636.29	153816.33	173656.89	142962.49	208610.84	193663.56	137233.91	110208.92	191270.18	283098.62	95019.04	70350.31	130616	136716.55	113522.87	52300.45	42006.77	282851.19	103056.99	127216.84	40321.39	53102.63	111113.47	49325.5	931247.92	189579.74	36123.35	165912.57	377692.18	301785.06	207445.66	168513.07	134400.31	109807.41	138873.99	204583.41	190191.54	185929.57	153494.85	53155.64	268746.18	152155.72	184084.02	167468.06	319683.56	88252.6	139186.76	118471.33	202688.89	85463.12	233312.86	107178.45	204950.88	175212.57	372655.17	169477.83	109140.23
C01762	25096.64125	90462.21	36661.71	41536.11	313163.79	31479.555	126389.97	20375.505	119670.32	65237.99	35115.01	27703.3333333333	42531.94	161111.355	25292.41	23541.9	128486.31	37899.1875	28120.68	60090.99	46707.39	45197.64	12702.36	35062.67	35536.05	39575.476	41237.9	18090.8	108364.13	96217.4	29961.9225	39036.2	28110.76	19528.03	29478.82	27637.4575	42061.6471428571	47916.72	24042.82	43885.5	254318.06	26109.5	26249.975	28497.63	36549.782	17818.61	28541.62	52719.47	15098.46	196221.93	35385.354	24181.1366666667	37547.305	40164.9825	25721.2875	64583.06	39036.2	17749.1	33634.57875	61401.03	45147.44	59054.5255555556	29932.22	17160.01	43226.76	20237.85	23488.9366666667	31400.1825	122370.46	36943.315	30027.38	29507.1775	32324.89	69074.06	22680.5675	178800.26	28677.85	31558.74	44893.93	34389.97	20847.18	79492.54	39036.2	103834.39	21122.21	34315.2183333333	48549.56	30044.24	25680.79	30992.08	47713.52125	27283.84	27568.23	30638.22	40610.46	40543.35	26820.4633333333	37529.05	14483.65	81152.16	23648.41	304393.36	40333.098	95816.27	61491.87	221926.95	18519.17	33496.19
